FRAME_NUM,face_X[8],face_X[50],face_X[280],face_X[300],face_X[8],face_Y[50],face_Y[280],face_Y[300],face_Z[8],face_Z[50],face_Z[280],face_Z[300],L_WRIST_X,L_THUMB_CMC_X,L_THUMB_MCP_X,L_THUMB_IP_X,L_THUMB_TIP_X,L_INDEX_FINGER_MCP_X,L_INDEX_FINGER_PIP_X,L_INDEX_FINGER_DIP_X,L_INDEX_FINGER_TIP_X,L_MIDDLE_FINGER_MCP_X,L_MIDDLE_FINGER_PIP_X,L_MIDDLE_FINGER_DIP_X,L_MIDDLE_FINGER_TIP_X,L_RING_FINGER_MCP_X,L_RING_FINGER_PIP_X,L_RING_FINGER_DIP_X,L_RING_FINGER_TIP_X,L_PINKY_MCP_X,L_PINKY_PIP_X,L_PINKY_DIP_X,L_PINKY_TIP_X,L_WRIST_Y,L_THUMB_CMC_Y,L_THUMB_MCP_Y,L_THUMB_IP_Y,L_THUMB_TIP_Y,L_INDEX_FINGER_MCP_Y,L_INDEX_FINGER_PIP_Y,L_INDEX_FINGER_DIP,L_INDEX_FINGER_TIP,L_MIDDLE_FINGER_MCP,L_MIDDLE_FINGER_PIP_Y,L_MIDDLE_FINGER_DIP_Y,L_MIDDLE_FINGER_TIP_Y,L_RING_FINGER_MCP_Y,L_RING_FINGER_PIP_Y,L_RING_FINGER_DIP_Y,L_RING_FINGER_TIP_Y,L_PINKY_MCP_Y,L_PINKY_PIP_Y,L_PINKY_DIP_Y,L_PINKY_TIP_Y,L_WRIST_Z,L_THUMB_CMC_Z,L_THUMB_MCP_Z,L_THUMB_IP_Z,L_THUMB_TIP_Z,L_INDEX_FINGER_MCP_Z,L_INDEX_FINGER_PIP_Z,L_INDEX_FINGER_DIP_Z,L_INDEX_FINGER_TIP_Z,L_MIDDLE_FINGER_MCP_Z,L_MIDDLE_FINGER_PIP_Z,L_MIDDLE_FINGER_DIP_Z,L_MIDDLE_FINGER_TIP_Z,L_RING_FINGER_MCP_Z,L_RING_FINGER_PIP_Z,L_RING_FINGER_DIP_Z,L_RING_FINGER_TIP_Z,L_PINKY_MCP_Z,L_PINKY_PIP_Z,L_PINKY_DIP_Z,L_PINKY_TIP_Z,R_WRIST_X,R_THUMB_CMC_X,R_THUMB_MCP_X,R_THUMB_IP_X,R_THUMB_TIP_X,R_INDEX_FINGER_MCP_X,R_INDEX_FINGER_PIP_X,R_INDEX_FINGER_DIP_X,R_INDEX_FINGER_TIP_X,R_MIDDLE_FINGER_MCP_X,R_MIDDLE_FINGER_PIP_X,R_MIDDLE_FINGER_DIP_X,R_MIDDLE_FINGER_TIP_X,R_RING_FINGER_MCP_X,R_RING_FINGER_PIP_X,R_RING_FINGER_DIP_X,R_RING_FINGER_TIP_X,R_PINKY_MCP_X,R_PINKY_PIP_X,R_PINKY_DIP_X,R_PINKY_TIP_X,R_WRIST_Y,R_THUMB_CMC_Y,R_THUMB_MCP_Y,R_THUMB_IP_Y,R_THUMB_TIP_Y,R_INDEX_FINGER_MCP_Y,R_INDEX_FINGER_PIP_Y,R_INDEX_FINGER_DIP,R_INDEX_FINGER_TIP,R_MIDDLE_FINGER_MCP,R_MIDDLE_FINGER_PIP_Y,R_MIDDLE_FINGER_DIP_Y,R_MIDDLE_FINGER_TIP_Y,R_RING_FINGER_MCP_Y,R_RING_FINGER_PIP_Y,R_RING_FINGER_DIP_Y,R_RING_FINGER_TIP_Y,R_PINKY_MCP_Y,R_PINKY_PIP_Y,R_PINKY_DIP_Y,R_PINKY_TIP_Y,R_WRIST_Z,R_THUMB_CMC_Z,R_THUMB_MCP_Z,R_THUMB_IP_Z,R_THUMB_TIP_Z,R_INDEX_FINGER_MCP_Z,R_INDEX_FINGER_PIP_Z,R_INDEX_FINGER_DIP_Z,R_INDEX_FINGER_TIP_Z,R_MIDDLE_FINGER_MCP_Z,R_MIDDLE_FINGER_PIP_Z,R_MIDDLE_FINGER_DIP_Z,R_MIDDLE_FINGER_TIP_Z,R_RING_FINGER_MCP_Z,R_RING_FINGER_PIP_Z,R_RING_FINGER_DIP_Z,R_RING_FINGER_TIP_Z,R_PINKY_MCP_Z,R_PINKY_PIP_Z,R_PINKY_DIP_Z,R_PINKY_TIP_Z
24,0.5131396651268005,0.5509476661682129,0.4689958989620209,0.465792179107666,0.8051099181175232,0.7476987838745117,0.7562321424484253,0.8158714175224304,-0.01156600285321474,0.004014668520539999,0.0019724175799638033,0.006489051040261984,0.4789738655090332,0.5056930780410767,0.526667058467865,0.5373366475105286,0.545868456363678,0.5261847972869873,0.533680260181427,0.5361278057098389,0.5397483706474304,0.5124906301498413,0.5181002020835876,0.5213055610656738,0.5253811478614807,0.49727001786231995,0.5026741027832031,0.5064803957939148,0.5108250975608826,0.4808294177055359,0.48760664463043213,0.4920852482318878,0.4960101544857025,0.3437121510505676,0.3222353160381317,0.29167598485946655,0.2628759741783142,0.24401912093162537,0.3108025789260864,0.28629809617996216,0.27163541316986084,0.25859534740448,0.3089386820793152,0.2881831228733063,0.2760832905769348,0.26606327295303345,0.30439433455467224,0.286155641078949,0.27461278438568115,0.26544639468193054,0.29770785570144653,0.2837664484977722,0.27845248579978943,0.2738938331604004,-2.5549427462578933e-08,-0.0008989268098957837,-0.003125755814835429,-0.005978930741548538,-0.009587896056473255,-0.006193341687321663,-0.012711378745734692,-0.017996998503804207,-0.021979164332151413,-0.009525327011942863,-0.014499136246740818,-0.017682131379842758,-0.021249350160360336,-0.013024440035223961,-0.017856599763035774,-0.017962725833058357,-0.018851865082979202,-0.016611257568001747,-0.020599177107214928,-0.020353123545646667,-0.02053895965218544,0.5621339678764343,0.5790407657623291,0.5860182642936707,0.5880061388015747,0.5905656218528748,0.5619468092918396,0.5513212084770203,0.5425783395767212,0.533263623714447,0.5472441911697388,0.5329653024673462,0.5223472118377686,0.512330949306488,0.5372536778450012,0.5228167772293091,0.5131715536117554,0.5043312311172485,0.5309274196624756,0.5168159008026123,0.5071632862091064,0.49835795164108276,0.4762900769710541,0.4993073344230652,0.5259807109832764,0.539506196975708,0.5415464639663696,0.513766348361969,0.5137282609939575,0.5106953382492065,0.5069050192832947,0.5019668936729431,0.5052533149719238,0.5085293650627136,0.5094031691551208,0.4956968128681183,0.5037673711776733,0.5086790919303894,0.5108156204223633,0.4928056299686432,0.503850519657135,0.5107641816139221,0.5152279734611511,1.2028965556964977e-07,-0.013634494505822659,-0.02179124765098095,-0.027994973585009575,-0.03398296609520912,-0.018937071785330772,-0.026470903307199478,-0.031554631888866425,-0.03492579236626625,-0.016635563224554062,-0.022219447419047356,-0.0252913236618042,-0.02824484370648861,-0.015247541479766369,-0.021424435079097748,-0.02393323928117752,-0.025419842451810837,-0.01494938600808382,-0.019064199179410934,-0.01972022093832493,-0.020372580736875534
25,0.5129595994949341,0.551223874092102,0.4691135883331299,0.46587073802948,0.8054888248443604,0.7479937076568604,0.7563300132751465,0.8158177733421326,-0.01151666697114706,0.003705607960000634,0.0024261551443487406,0.007045237347483635,0.4763147830963135,0.5028694272041321,0.5235454440116882,0.5347240567207336,0.5450120568275452,0.5220417976379395,0.5310346484184265,0.5342062711715698,0.538063645362854,0.5098334550857544,0.5164816379547119,0.5202950239181519,0.5253006815910339,0.49556928873062134,0.5020972490310669,0.5075553059577942,0.5139654874801636,0.4796835482120514,0.48571303486824036,0.49004480242729187,0.4946468770503998,0.3479253947734833,0.32882440090179443,0.29907163977622986,0.2721937298774719,0.2563217878341675,0.320685476064682,0.29761186242103577,0.28265058994293213,0.2700952887535095,0.31772854924201965,0.2957834303379059,0.28395208716392517,0.2754419147968292,0.31101876497268677,0.2934134900569916,0.2825527489185333,0.2754979729652405,0.3016989529132843,0.28888899087905884,0.2841649651527405,0.2809176445007324,-1.1489843743106576e-08,-0.0026121765840798616,-0.00533163920044899,-0.008092131465673447,-0.011280488222837448,-0.008013442158699036,-0.015061575919389725,-0.02063378319144249,-0.02467944659292698,-0.010460524819791317,-0.015701087191700935,-0.01893000863492489,-0.022495103999972343,-0.013184383511543274,-0.018286287784576416,-0.01889478974044323,-0.020205818116664886,-0.016112070530653,-0.02034030295908451,-0.020542528480291367,-0.021138876676559448,0.5635848641395569,0.5786150097846985,0.584358811378479,0.5859950184822083,0.5893851518630981,0.5613054037094116,0.5498582124710083,0.5406122207641602,0.5308657288551331,0.5473314523696899,0.5325937867164612,0.5212674140930176,0.5105317831039429,0.5378158092498779,0.5229217410087585,0.5125302672386169,0.5029414296150208,0.5315690636634827,0.5172513723373413,0.5075134634971619,0.49851489067077637,0.47473496198654175,0.5007913112640381,0.5293713808059692,0.5426944494247437,0.5443836450576782,0.5155876278877258,0.5149112939834595,0.5118972063064575,0.5082888603210449,0.502720057964325,0.5064931511878967,0.5101248025894165,0.5110584497451782,0.4955381751060486,0.5040156841278076,0.5089356899261475,0.5109768509864807,0.49168816208839417,0.5033092498779297,0.5106656551361084,0.5156957507133484,1.2151103589985723e-07,-0.012165619991719723,-0.0194504763931036,-0.025092244148254395,-0.03054177016019821,-0.01653686910867691,-0.02361968904733658,-0.028605271130800247,-0.03188389912247658,-0.014901735819876194,-0.01993483118712902,-0.022827383130788803,-0.025645995512604713,-0.014194282703101635,-0.019989432767033577,-0.02236783504486084,-0.023725001141428947,-0.014505734667181969,-0.018129078671336174,-0.01853981614112854,-0.019081640988588333
26,0.5130974650382996,0.5510740280151367,0.4695671498775482,0.4664000868797302,0.8058539628982544,0.7487227916717529,0.7570578455924988,0.8165262341499329,-0.011829634197056293,0.003582072677090764,0.0024516230914741755,0.006596906576305628,0.4751325249671936,0.5001687407493591,0.5210195183753967,0.5330666303634644,0.5444439649581909,0.5205472707748413,0.5323327779769897,0.5352051258087158,0.5377668142318726,0.5087985992431641,0.5174749493598938,0.5209950804710388,0.5251322388648987,0.49462729692459106,0.5018635392189026,0.5072559118270874,0.5134318470954895,0.47902438044548035,0.4847589433193207,0.48956501483917236,0.49498629570007324,0.3483254909515381,0.33200639486312866,0.3026212155818939,0.2758190631866455,0.2610667645931244,0.3243471682071686,0.2999717593193054,0.28295114636421204,0.27032041549682617,0.32049039006233215,0.29784977436065674,0.2844395935535431,0.275638222694397,0.3133659362792969,0.2962295114994049,0.2863354980945587,0.280995637178421,0.30414703488349915,0.29169395565986633,0.28714457154273987,0.28514835238456726,-1.3117139374685394e-08,-0.003089271020144224,-0.00611713295802474,-0.008875773288309574,-0.011940711177885532,-0.010007347911596298,-0.01749506965279579,-0.02269931137561798,-0.026263291016221046,-0.01188508328050375,-0.017409084364771843,-0.020150000229477882,-0.023187104612588882,-0.013955299742519855,-0.019086463376879692,-0.019520621746778488,-0.020602449774742126,-0.016214754432439804,-0.02087438851594925,-0.021592188626527786,-0.022387322038412094,0.5623160600662231,0.5778475999832153,0.5835767984390259,0.5851902961730957,0.5897573232650757,0.5597463846206665,0.5491099953651428,0.5399949550628662,0.5303129553794861,0.5456130504608154,0.5313603281974792,0.5202292203903198,0.5097071528434753,0.5360721349716187,0.5216188430786133,0.511691153049469,0.5023941993713379,0.529962956905365,0.515764057636261,0.506062924861908,0.49700677394866943,0.47660741209983826,0.5014106035232544,0.5292483568191528,0.5424771904945374,0.5452474355697632,0.5159552097320557,0.5159738659858704,0.5132758021354675,0.509620726108551,0.5040266513824463,0.5081031918525696,0.5121850371360779,0.5133790969848633,0.4975128769874573,0.5057508945465088,0.5112397074699402,0.5137808322906494,0.49388593435287476,0.5046800374984741,0.5122818946838379,0.5173891186714172,1.2624650480574928e-07,-0.012691606767475605,-0.020135365426540375,-0.025891482830047607,-0.0315006822347641,-0.01658284291625023,-0.02359861321747303,-0.028682546690106392,-0.03208740055561066,-0.014656969346106052,-0.019714312627911568,-0.022819247096776962,-0.02581375278532505,-0.013707987032830715,-0.019474772736430168,-0.02221055142581463,-0.023857777938246727,-0.013836373575031757,-0.017596447840332985,-0.018409160897135735,-0.019242020323872566
27,0.5138594508171082,0.5521290898323059,0.4700073003768921,0.46700936555862427,0.80647212266922,0.7490274310112,0.7578867077827454,0.8171668648719788,-0.011652253568172455,0.0034773803781718016,0.0026155863888561726,0.007128499913960695,0.47554996609687805,0.5004722476005554,0.5209310054779053,0.5328735113143921,0.543369472026825,0.5192922353744507,0.5303646326065063,0.5343935489654541,0.5384587049484253,0.5076174736022949,0.5157714486122131,0.5199914574623108,0.5248228311538696,0.49350470304489136,0.49991849064826965,0.505062997341156,0.511072039604187,0.4779649078845978,0.48281025886535645,0.48723748326301575,0.49238428473472595,0.34955066442489624,0.3351265788078308,0.30600276589393616,0.27811557054519653,0.26061302423477173,0.3228301703929901,0.3005008101463318,0.2838025987148285,0.2703074514865875,0.3190697431564331,0.297824501991272,0.28391218185424805,0.27404630184173584,0.31250375509262085,0.2957293391227722,0.2867644429206848,0.2820080518722534,0.3040544390678406,0.29163292050361633,0.2874557077884674,0.28575998544692993,3.132361703350739e-09,-0.003455417463555932,-0.006513822358101606,-0.00927030947059393,-0.012426848523318768,-0.010388164781033993,-0.018368463963270187,-0.024187950417399406,-0.02824975550174713,-0.01230615470558405,-0.01853472925722599,-0.021850237622857094,-0.02522219717502594,-0.014434711076319218,-0.02020910568535328,-0.020782534033060074,-0.021826820448040962,-0.016811519861221313,-0.022099260240793228,-0.023048948496580124,-0.023907644674181938,0.5622504949569702,0.5784167051315308,0.583549976348877,0.5848509669303894,0.5887939929962158,0.5597786903381348,0.5487630367279053,0.5391836762428284,0.5291309356689453,0.5455335378646851,0.5301632285118103,0.5183827877044678,0.5073560476303101,0.5361360907554626,0.5210330486297607,0.5105900168418884,0.5010096430778503,0.5303109288215637,0.5161623954772949,0.5065966248512268,0.49781909584999084,0.47678878903388977,0.5013400316238403,0.5289284586906433,0.5418920516967773,0.5454142093658447,0.5166527032852173,0.5165715217590332,0.513842761516571,0.5103509426116943,0.5038116574287415,0.5088406801223755,0.513015866279602,0.514433741569519,0.49671509861946106,0.5057488083839417,0.5115276575088501,0.5144367218017578,0.4928635060787201,0.5037904381752014,0.5112696886062622,0.5164487361907959,1.3049017866251233e-07,-0.012794538401067257,-0.020285004749894142,-0.025888606905937195,-0.03133649379014969,-0.01813492551445961,-0.025514544919133186,-0.030665580183267593,-0.034060657024383545,-0.01618211343884468,-0.02149251103401184,-0.02447040006518364,-0.027357224375009537,-0.01511595118790865,-0.021091876551508904,-0.023826364427804947,-0.025489823892712593,-0.015073154121637344,-0.019112855195999146,-0.020094729959964752,-0.021034352481365204
28,0.5142377614974976,0.5525158047676086,0.47050660848617554,0.4674564003944397,0.8068652153015137,0.7491687536239624,0.7579794526100159,0.8173736929893494,-0.011072082445025444,0.003323374781757593,0.002758921356871724,0.007909352891147137,0.47608062624931335,0.49969759583473206,0.5205048322677612,0.5326285362243652,0.5436173677444458,0.5205803513526917,0.5306505560874939,0.5336068272590637,0.5367247462272644,0.5085147023200989,0.5169251561164856,0.5206440091133118,0.5246940851211548,0.4940251410007477,0.5008102655410767,0.5061264634132385,0.5119905471801758,0.4782372713088989,0.4842987060546875,0.489315390586853,0.49482858180999756,0.3483096957206726,0.3335471749305725,0.3047957718372345,0.27755579352378845,0.2609657645225525,0.3230639100074768,0.2972009778022766,0.28038957715034485,0.2682657837867737,0.3196102976799011,0.29624903202056885,0.28276243805885315,0.2745935916900635,0.31317007541656494,0.2951781153678894,0.2852756679058075,0.2805446982383728,0.3046485185623169,0.2914668023586273,0.2870601713657379,0.2854260504245758,6.301648980411301e-09,-0.0038457256741821766,-0.00722070736810565,-0.010136053897440434,-0.013425969518721104,-0.011333093047142029,-0.019223390147089958,-0.024652227759361267,-0.028359772637486458,-0.013058766722679138,-0.019337812438607216,-0.022302012890577316,-0.025324391201138496,-0.015007519163191319,-0.021008947864174843,-0.021542338654398918,-0.02246941439807415,-0.017162485048174858,-0.022563660517334938,-0.02343584969639778,-0.02420802228152752,0.5623281002044678,0.5783518552780151,0.5838227868080139,0.5853328108787537,0.5889454483985901,0.5594866275787354,0.5483642220497131,0.5389400124549866,0.529080867767334,0.5454220175743103,0.5298934578895569,0.5184340476989746,0.5077762603759766,0.5361453294754028,0.5209152698516846,0.5107103586196899,0.5014634728431702,0.5304941534996033,0.516147792339325,0.5065467953681946,0.4977419078350067,0.4754960536956787,0.5003140568733215,0.5279616117477417,0.5411154627799988,0.5447424054145813,0.5160625576972961,0.5163348317146301,0.5142062902450562,0.5113686919212341,0.5029203295707703,0.5080304145812988,0.513067901134491,0.5156261920928955,0.49576255679130554,0.5046818256378174,0.5115282535552979,0.5157549977302551,0.4918963313102722,0.5029735565185547,0.5110677480697632,0.5171149373054504,1.2775124957897788e-07,-0.01236634235829115,-0.019720809534192085,-0.025279447436332703,-0.030677037313580513,-0.017292793840169907,-0.024290096014738083,-0.029178347438573837,-0.03240017592906952,-0.015486964024603367,-0.020455291494727135,-0.02330438233911991,-0.026102211326360703,-0.014550897292792797,-0.020197419449687004,-0.022847212851047516,-0.024472475051879883,-0.014610922895371914,-0.018463540822267532,-0.019357804208993912,-0.02022467739880085
29,0.515092670917511,0.5533778667449951,0.4712294638156891,0.468357115983963,0.8070017695426941,0.7491467595100403,0.7584067583084106,0.8176757097244263,-0.010911237448453903,0.003310516243800521,0.0027824502903968096,0.008174721151590347,0.47620782256126404,0.5000094771385193,0.5204861760139465,0.5324855446815491,0.54348224401474,0.5197393894195557,0.529822587966919,0.5335871577262878,0.5379989743232727,0.5076784491539001,0.5148622989654541,0.5189939737319946,0.5240731239318848,0.49316397309303284,0.4989651143550873,0.5037571787834167,0.5096251368522644,0.47740477323532104,0.48193809390068054,0.4862212836742401,0.49134188890457153,0.3465670943260193,0.3333858549594879,0.30466195940971375,0.2772270441055298,0.2599413990974426,0.32072246074676514,0.2969549894332886,0.28081056475639343,0.26860567927360535,0.3173730671405792,0.2953071594238281,0.2825944125652313,0.2738615870475769,0.3112865388393402,0.2940206825733185,0.2853443920612335,0.2804776430130005,0.30344438552856445,0.2906695306301117,0.28692305088043213,0.28538891673088074,1.187549170111879e-08,-0.003916838206350803,-0.007311407011002302,-0.010246062651276588,-0.013629750348627567,-0.011489108204841614,-0.01922060362994671,-0.02466408908367157,-0.028553513810038567,-0.013272284530103207,-0.019473012536764145,-0.0227627232670784,-0.026142681017518044,-0.015189578756690025,-0.021178357303142548,-0.021835438907146454,-0.02293671853840351,-0.017315346747636795,-0.022924136370420456,-0.023972801864147186,-0.02487294189631939,0.5635091066360474,0.5792095065116882,0.5846638679504395,0.585908830165863,0.589085578918457,0.5602036118507385,0.548797607421875,0.5394703149795532,0.5298267006874084,0.5464810132980347,0.530637800693512,0.5192309617996216,0.508684515953064,0.5373483300209045,0.5218608975410461,0.5116890668869019,0.5025043487548828,0.5317049026489258,0.5174585580825806,0.508113443851471,0.49954596161842346,0.47665348649024963,0.5006285309791565,0.5277419090270996,0.5403280854225159,0.5435012578964233,0.5164470076560974,0.516364336013794,0.5142513513565063,0.5114644765853882,0.503374457359314,0.5084359645843506,0.5127140879631042,0.5146673321723938,0.49614617228507996,0.5046786069869995,0.5107147097587585,0.5145069360733032,0.49196457862854004,0.5023783445358276,0.5097143650054932,0.5154240727424622,1.2826039608171413e-07,-0.012713849544525146,-0.02051422744989395,-0.02650170587003231,-0.032331693917512894,-0.01792233996093273,-0.025291038677096367,-0.030359406024217606,-0.03369973227381706,-0.01616053283214569,-0.021497422829270363,-0.024387260898947716,-0.027188492938876152,-0.015314512886106968,-0.021298730745911598,-0.023915354162454605,-0.0255265049636364,-0.015491113997995853,-0.019625259563326836,-0.02053229697048664,-0.021403873339295387
30,0.5160596966743469,0.5541456937789917,0.47205501794815063,0.4692254066467285,0.8073346614837646,0.7494204640388489,0.7589430809020996,0.8181807994842529,-0.01113063469529152,0.0034628608264029026,0.0026432559825479984,0.0076943449676036835,0.4784156084060669,0.5013923048973083,0.5212076902389526,0.5329028367996216,0.5442538857460022,0.522177517414093,0.5309109091758728,0.5328851938247681,0.5355879068374634,0.5097644329071045,0.5164535045623779,0.5196564793586731,0.5238816738128662,0.4948286712169647,0.49983417987823486,0.5044834017753601,0.5105383396148682,0.4787372052669525,0.48260200023651123,0.48664551973342896,0.49189162254333496,0.347394198179245,0.3324127793312073,0.3038995563983917,0.276932954788208,0.26161861419677734,0.32132619619369507,0.2940175235271454,0.27849411964416504,0.26841095089912415,0.3187876045703888,0.29392123222351074,0.2817000150680542,0.2746618986129761,0.3136960566043854,0.2945246994495392,0.285020649433136,0.28050610423088074,0.3067702353000641,0.2927217483520508,0.2875721752643585,0.2851159870624542,-7.156144121722718e-09,-0.003443880006670952,-0.006772109307348728,-0.009675126522779465,-0.012993414886295795,-0.010800658725202084,-0.018227985128760338,-0.0233936607837677,-0.02700977772474289,-0.012629775330424309,-0.018169112503528595,-0.02092500776052475,-0.023978399112820625,-0.01461575087159872,-0.020051851868629456,-0.020471543073654175,-0.021530544385313988,-0.01676337979733944,-0.02199336141347885,-0.02287357673048973,-0.02371317707002163,0.5629643797874451,0.5789411067962646,0.5844908952713013,0.5863519310951233,0.5901555418968201,0.559863805770874,0.5491107702255249,0.5396358370780945,0.5297116041183472,0.5462489724159241,0.5309068560600281,0.5193607807159424,0.5086290836334229,0.5372517108917236,0.5222405195236206,0.512119710445404,0.5029914379119873,0.5316752791404724,0.5174605846405029,0.5080435872077942,0.4994584023952484,0.4758591651916504,0.5002623796463013,0.5274134874343872,0.5402243137359619,0.5441473126411438,0.516110360622406,0.5157516002655029,0.5138166546821594,0.5113803148269653,0.5030409693717957,0.5080369114875793,0.5130164623260498,0.515871524810791,0.49567902088165283,0.5039342641830444,0.5107101798057556,0.51533043384552,0.49135860800743103,0.5020707845687866,0.5104194283485413,0.5169431567192078,1.3025464795646258e-07,-0.01214815303683281,-0.01952987164258957,-0.025166146457195282,-0.030679404735565186,-0.017145497724413872,-0.02407197095453739,-0.028949584811925888,-0.03216112405061722,-0.015500746667385101,-0.02039201557636261,-0.02318599447607994,-0.025934608653187752,-0.014707495458424091,-0.02017873525619507,-0.02283378876745701,-0.024499837309122086,-0.014903050847351551,-0.01863630674779415,-0.01951272413134575,-0.02038058638572693
31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,0.5176121592521667,0.5555216073989868,0.4734466075897217,0.4707481265068054,0.8075778484344482,0.7495170831680298,0.7591545581817627,0.8185217976570129,-0.011095852591097355,0.003523836378008127,0.002491824794560671,0.007619545795023441,0.4581184387207031,0.4904288053512573,0.5200493931770325,0.537580668926239,0.5481353998184204,0.51866215467453,0.5313971638679504,0.537399172782898,0.5437819957733154,0.5056148171424866,0.5205276608467102,0.527894914150238,0.5348270535469055,0.4927876889705658,0.503825843334198,0.512829065322876,0.5214248895645142,0.48068657517433167,0.4880172610282898,0.49489960074424744,0.5017367005348206,0.3561658263206482,0.34720420837402344,0.32898998260498047,0.3024163842201233,0.2766461968421936,0.3518185615539551,0.32570183277130127,0.30358365178108215,0.2889877259731293,0.35031723976135254,0.31618455052375793,0.2944636046886444,0.28029829263687134,0.3446805775165558,0.3161897361278534,0.2978816330432892,0.28559786081314087,0.3352503478527069,0.31056344509124756,0.2993161380290985,0.29322776198387146,-1.2914956926124432e-07,-0.002142026787623763,-0.004619859624654055,-0.007153211161494255,-0.010542529635131359,-0.004923871718347073,-0.010295892134308815,-0.015589798800647259,-0.01964683085680008,-0.006921708583831787,-0.009754574857652187,-0.013625148683786392,-0.018475113436579704,-0.009089738130569458,-0.012009057216346264,-0.014740785583853722,-0.018237894400954247,-0.011260314844548702,-0.014118139632046223,-0.01470265630632639,-0.01595853827893734,0.5629292726516724,0.5793313384056091,0.5850183367729187,0.5865479111671448,0.5910144448280334,0.5607054829597473,0.5500080585479736,0.5406685471534729,0.5307239294052124,0.5468377470970154,0.5317327976226807,0.5204111337661743,0.5096527338027954,0.5376467108726501,0.5228052139282227,0.5127288699150085,0.5033708214759827,0.5319429039955139,0.5178845524787903,0.5087233185768127,0.500180184841156,0.47808384895324707,0.5013865828514099,0.5281393527984619,0.5411351323127747,0.5459179282188416,0.5163703560829163,0.5167093276977539,0.5149520039558411,0.5127914547920227,0.5042375326156616,0.5092241764068604,0.5139267444610596,0.5166186094284058,0.4975883662700653,0.505967915058136,0.5124392509460449,0.5168651938438416,0.49373579025268555,0.5037602782249451,0.5113120079040527,0.5175539255142212,1.2791568337888748e-07,-0.012384436093270779,-0.019829832017421722,-0.025454329326748848,-0.030973967164754868,-0.017559576779603958,-0.024592677131295204,-0.029553255066275597,-0.03288470581173897,-0.015760250389575958,-0.020723795518279076,-0.023545656353235245,-0.026372071355581284,-0.014804670587182045,-0.020321443676948547,-0.02284245938062668,-0.0244919266551733,-0.014857289381325245,-0.018597841262817383,-0.01941080391407013,-0.020291168242692947
33,0.518230676651001,0.5561578273773193,0.47400104999542236,0.471298485994339,0.8076608180999756,0.7499136328697205,0.7594299912452698,0.8183717727661133,-0.011144942604005337,0.003568068379536271,0.0024244145024567842,0.007528116460889578,0.4676278829574585,0.5003456473350525,0.5236155390739441,0.5363674163818359,0.5474978089332581,0.5211161971092224,0.5299192667007446,0.5343542695045471,0.5386008024215698,0.5077642798423767,0.5169662833213806,0.5223700404167175,0.5281620621681213,0.49353209137916565,0.5009198188781738,0.5072623491287231,0.5145004987716675,0.47897928953170776,0.4838859736919403,0.4885706901550293,0.4940749406814575,0.3433547914028168,0.32512450218200684,0.3024022877216339,0.27812659740448,0.2614796757698059,0.3326275944709778,0.30698108673095703,0.29140743613243103,0.2806587219238281,0.3294592499732971,0.3039146959781647,0.2904418110847473,0.2821018099784851,0.32190147042274475,0.3025931715965271,0.29222121834754944,0.2857007682323456,0.3103369474411011,0.2973569929599762,0.29326120018959045,0.2916952967643738,-2.8101389659695997e-08,-0.0013887308305129409,-0.004200952127575874,-0.0075856586918234825,-0.011438986286520958,-0.004213483538478613,-0.011465314775705338,-0.018180331215262413,-0.023038629442453384,-0.007447853218764067,-0.012450571171939373,-0.016213372349739075,-0.020471174269914627,-0.011167431250214577,-0.016986394301056862,-0.018667222931981087,-0.020697779953479767,-0.014974174089729786,-0.020775867626070976,-0.02209220826625824,-0.02336379885673523,0.5647004842758179,0.5805104970932007,0.5855963826179504,0.5871731638908386,0.5909233689308167,0.5616919994354248,0.5507112145423889,0.5410641431808472,0.5308778285980225,0.5478605628013611,0.5320867300033569,0.5201647877693176,0.5089754462242126,0.538770318031311,0.5233354568481445,0.5126417279243469,0.50294429063797,0.5332323312759399,0.5190352201461792,0.5096962451934814,0.5011327862739563,0.47697144746780396,0.5017642378807068,0.529296338558197,0.541743278503418,0.545127272605896,0.5166776776313782,0.5169212818145752,0.5152180790901184,0.5129519701004028,0.5030286908149719,0.5091332793235779,0.5147504210472107,0.5179396271705627,0.4954812526702881,0.5050081610679626,0.5122050046920776,0.5170537829399109,0.4913270175457001,0.5023377537727356,0.5105212330818176,0.5171171426773071,1.3211713678629167e-07,-0.012413877062499523,-0.019974252209067345,-0.025691665709018707,-0.03131388872861862,-0.017994670197367668,-0.025298036634922028,-0.030360165983438492,-0.033726099878549576,-0.016294188797473907,-0.021575482562184334,-0.02461300790309906,-0.027581188827753067,-0.01543580275028944,-0.02139495499432087,-0.024347102269530296,-0.02622378058731556,-0.015534532256424427,-0.019658345729112625,-0.02083425596356392,-0.02196526899933815
